,problem_id,level_type,points,tag
1885,prob_4563,F,2250,dfs and similar
1886,prob_4563,F,2250,dp
1887,prob_4563,F,2250,graphs
1888,prob_4563,F,2250,trees
1889,prob_2932,I,nan,*special
1890,prob_2225,H,nan,nan
1891,prob_414,B,nan,math
1892,prob_1352,D,3000,hashing
1893,prob_1966,B,750,implementation
1894,prob_1966,B,750,strings
1895,prob_3851,D,nan,nan
1896,prob_391,J,nan,nan
1897,prob_1053,E,2500,dfs and similar
1898,prob_1053,E,2500,graphs
1899,prob_1742,D,3000,binary search
1900,prob_1742,D,3000,sortings
1901,prob_2032,D,nan,nan
1902,prob_1091,F,nan,nan
1903,prob_2713,A,nan,nan
1904,prob_1735,E,nan,nan
1905,prob_4024,B,nan,nan
1906,prob_365,D,2000,binary search
1907,prob_365,D,2000,data structures
1908,prob_4305,G,nan,nan
1909,prob_273,C,nan,nan
1910,prob_1403,D,nan,nan
1911,prob_1440,G,1500,greedy
1912,prob_1440,G,1500,sortings
1913,prob_4791,A,500,greedy
1914,prob_4791,A,500,implementation
1915,prob_4791,A,500,math
1916,prob_2262,J,nan,nan
1917,prob_4396,A,nan,implementation
1918,prob_4396,A,nan,schedules
1919,prob_6480,A,nan,nan
1920,prob_5199,K,nan,nan
1921,prob_6380,E,nan,nan
1922,prob_3676,A,500,greedy
1923,prob_3676,A,500,implementation
1924,prob_5304,E,2500,dp
1925,prob_1256,C,1500,constructive algorithms
1926,prob_1256,C,1500,number theory
1927,prob_3716,D,2000,dsu
1928,prob_899,H,nan,nan
1929,prob_6269,G,nan,nan
1930,prob_6043,E,nan,combinatorics
1931,prob_1251,H,nan,nan
1932,prob_4267,E,nan,nan
1933,prob_5130,B,1000,implementation
1934,prob_5130,B,1000,math
1935,prob_3840,B,nan,nan
1936,prob_3138,K,nan,nan
1937,prob_2411,K,nan,nan
1938,prob_2776,D,2000,dfs and similar
1939,prob_2776,D,2000,graphs
1940,prob_3029,B,nan,nan
1941,prob_860,B,1000,games
1942,prob_860,B,1000,greedy
1943,prob_4800,H,nan,nan
1944,prob_1827,A,500,implementation
1945,prob_2728,B,nan,nan
1946,prob_5980,C,1500,brute force
1947,prob_5980,C,1500,data structures
1948,prob_5980,C,1500,shortest paths
1949,prob_627,A,500,brute force
1950,prob_627,A,500,constructive algorithms
1951,prob_627,A,500,implementation
1952,prob_3603,C,1500,implementation
1953,prob_3603,C,1500,strings
1954,prob_2196,D,nan,nan
1955,prob_5255,A,nan,nan
1956,prob_4421,F,nan,string suffix structures
1957,prob_4421,F,nan,strings
1958,prob_5602,F,nan,nan
1959,prob_3911,A,nan,*special
1960,prob_3911,A,nan,implementation
1961,prob_5294,L,nan,nan
1962,prob_1661,E,2500,binary search
1963,prob_1661,E,2500,bitmasks
1964,prob_1661,E,2500,data structures
1965,prob_6458,D,nan,nan
1966,prob_2891,I,nan,nan
1967,prob_1305,J,nan,*special
1968,prob_1305,J,nan,dp
1969,prob_1155,E,nan,nan
1970,prob_211,B,1000,data structures
1971,prob_211,B,1000,implementation
1972,prob_3349,A,500,brute force
1973,prob_3349,A,500,dp
1974,prob_3349,A,500,implementation
1975,prob_1332,E,nan,nan
1976,prob_2975,E,nan,nan
1977,prob_5999,D,nan,binary search
1978,prob_5999,D,nan,two pointers
1979,prob_2680,C,nan,nan
1980,prob_4086,A,nan,nan
1981,prob_5793,B,1000,greedy
1982,prob_5793,B,1000,implementation
1983,prob_781,G,nan,nan
1984,prob_5067,D,2000,math
1985,prob_5067,D,2000,number theory
1986,prob_3090,D,nan,nan
1987,prob_4262,E,nan,binary search
1988,prob_4262,E,nan,data structures
1989,prob_3189,D,2000,constructive algorithms
1990,prob_3189,D,2000,sortings
1991,prob_5842,L,nan,nan
1992,prob_180,F,nan,nan
1993,prob_1241,A,500,implementation
1994,prob_534,B,1000,implementation
1995,prob_534,B,1000,strings
1996,prob_5873,nan,nan,nan
1997,prob_2637,A,nan,nan
1998,prob_5989,E,nan,nan
1999,prob_2135,D,nan,nan
2000,prob_6321,A,nan,implementation
2001,prob_6321,A,nan,math
2002,prob_3061,K,nan,nan
2003,prob_4915,F,3000,constructive algorithms
2004,prob_4915,F,3000,geometry
2005,prob_4915,F,3000,graphs
2006,prob_4915,F,3000,trees
2007,prob_5883,C,2000,implementation
2008,prob_4659,I,nan,nan
2009,prob_4633,D,nan,nan
2010,prob_5057,F,2000,dfs and similar
2011,prob_5057,F,2000,dsu
2012,prob_5057,F,2000,graphs
2013,prob_5057,F,2000,sortings
2014,prob_86,A,nan,nan
2015,prob_5942,I,nan,nan
2016,prob_6420,M,nan,nan
2017,prob_3591,M,nan,nan
2018,prob_4981,C,2500,data structures
2019,prob_4981,C,2500,dp
2020,prob_4981,C,2500,implementation
2021,prob_4981,C,2500,math
2022,prob_2581,A,nan,nan
2023,prob_433,M,nan,nan
2024,prob_3515,F,nan,nan
2025,prob_4667,A,500,greedy
2026,prob_4667,A,500,implementation
2027,prob_4667,A,500,sortings
2028,prob_4667,A,500,strings
2029,prob_1401,E,2500,data structures
2030,prob_6246,F,nan,nan
2031,prob_2834,A,nan,nan
2032,prob_746,I,nan,nan
2033,prob_6289,D,2000,brute force
2034,prob_6289,D,2000,math
2035,prob_6289,D,2000,probabilities
2036,prob_3928,F,nan,nan
2037,prob_852,D,2000,greedy
2038,prob_852,D,2000,sortings
2039,prob_2929,I,nan,nan
2040,prob_4564,C,1500,greedy
2041,prob_4564,C,1500,math
2042,prob_6198,D,2000,data structures
2043,prob_6024,A,500,greedy
2044,prob_6024,A,500,math
2045,prob_2252,C,nan,nan
2046,prob_3178,D,1500,binary search
2047,prob_3178,D,1500,math
2048,prob_5761,D,nan,implementation
2049,prob_1417,D,nan,math
2050,prob_2183,H,nan,nan
2051,prob_2907,D,nan,nan
2052,prob_338,A,500,implementation
2053,prob_3407,E,3000,constructive algorithms
2054,prob_3407,E,3000,dfs and similar
2055,prob_3407,E,3000,greedy
2056,prob_2858,F,3000,data structures
2057,prob_2858,F,3000,divide and conquer
2058,prob_6222,C,nan,nan
2059,prob_4788,F,nan,nan
2060,prob_59,A,nan,nan
2061,prob_4630,A,nan,implementation
2062,prob_4630,A,nan,number theory
2063,prob_4443,I,nan,nan
2064,prob_4111,H,nan,nan
2065,prob_1774,K,nan,nan
2066,prob_1757,J,nan,nan
2067,prob_5486,B,nan,nan
2068,prob_3270,F,nan,nan
2069,prob_6302,C,1500,implementation
2070,prob_2736,B,nan,nan
2071,prob_3780,B,nan,nan
2072,prob_4223,G,nan,nan
2073,prob_163,D,nan,nan
2074,prob_2502,K,nan,nan
2075,prob_3095,G,nan,nan
2076,prob_6226,C,1000,data structures
2077,prob_6226,C,1000,math
2078,prob_6226,C,1000,probabilities
2079,prob_316,F,nan,nan
2080,prob_5675,B,nan,nan
2081,prob_405,A,nan,nan
2082,prob_5636,A,nan,*special
2083,prob_2181,D,3000,dp
2084,prob_2181,D,3000,graph matchings
2085,prob_2181,D,3000,greedy
2086,prob_2181,D,3000,sortings
2087,prob_2181,D,3000,two pointers
2088,prob_179,G,nan,nan
2089,prob_1494,A,500,implementation
2090,prob_3355,A,500,brute force
2091,prob_3355,A,500,greedy
2092,prob_3355,A,500,implementation
2093,prob_5963,H,nan,nan
2094,prob_658,E,nan,nan
2095,prob_3083,D,2000,constructive algorithms
2096,prob_3083,D,2000,greedy
2097,prob_895,C,nan,nan
2098,prob_1783,J,nan,nan
2099,prob_4316,B,750,greedy
2100,prob_4316,B,750,implementation
2101,prob_5336,D,1500,dfs and similar
2102,prob_5336,D,1500,graphs
2103,prob_5336,D,1500,greedy
2104,prob_3430,B,500,implementation
2105,prob_3430,B,500,math
2106,prob_3430,B,500,number theory
2107,prob_2451,B,1000,brute force
2108,prob_2451,B,1000,dp
2109,prob_2451,B,1000,implementation
2110,prob_999,E,2500,data structures
2111,prob_999,E,2500,dp
2112,prob_999,E,2500,sortings
2113,prob_1279,C,1500,binary search
2114,prob_1279,C,1500,dp
2115,prob_1279,C,1500,implementation
2116,prob_1279,C,1500,two pointers
2117,prob_3002,E,2000,binary search
2118,prob_3002,E,2000,math
2119,prob_3002,E,2000,ternary search
2120,prob_1361,D,nan,nan
2121,prob_6048,B,1000,binary search
2122,prob_6048,B,1000,math
2123,prob_1171,D,1500,brute force
2124,prob_1171,D,1500,number theory
2125,prob_5435,A,500,sortings
2126,prob_4493,F,nan,nan
2127,prob_1414,K,nan,nan
2128,prob_1493,C,1500,math
2129,prob_164,A,500,brute force
2130,prob_164,A,500,constructive algorithms
2131,prob_164,A,500,math
2132,prob_5952,B,1000,constructive algorithms
2133,prob_5952,B,1000,greedy
2134,prob_5952,B,1000,strings
2135,prob_5591,I,nan,nan
2136,prob_5585,A,500,implementation
2137,prob_2808,B,1000,greedy
2138,prob_1200,J,nan,nan
2139,prob_4265,C,nan,nan
2140,prob_5506,B,nan,nan
2141,prob_2664,C,nan,nan
2142,prob_1792,C,1750,dp
2143,prob_1792,C,1750,strings
2144,prob_6492,D,nan,nan
2145,prob_3261,A,500,games
2146,prob_3261,A,500,number theory
2147,prob_4136,C,1500,dfs and similar
2148,prob_4136,C,1500,greedy
2149,prob_4136,C,1500,shortest paths
2150,prob_1634,E,nan,nan
2151,prob_655,D,2250,data structures
2152,prob_655,D,2250,greedy
2153,prob_3537,A,500,greedy
2154,prob_3537,A,500,math
2155,prob_3668,A,500,implementation
2156,prob_3668,A,500,math
2157,prob_2615,B,nan,nan
2158,prob_6268,F,nan,nan
2159,prob_2096,D,nan,nan
2160,prob_1948,F,nan,nan
2161,prob_1587,M,nan,nan
2162,prob_5157,C,1500,dp
2163,prob_5290,H,nan,nan
2164,prob_1705,B,1000,constructive algorithms
2165,prob_3865,D,nan,nan
2166,prob_1975,B,1000,dp
2167,prob_1975,B,1000,greedy
2168,prob_1975,B,1000,sortings
2169,prob_4124,nan,3,brute force
2170,prob_4647,A,nan,nan
2171,prob_5807,C,1500,dfs and similar
2172,prob_5807,C,1500,hashing
2173,prob_5807,C,1500,shortest paths
2174,prob_594,G,nan,nan
2175,prob_1246,H,nan,nan
2176,prob_5891,H,nan,nan
2177,prob_1010,A,250,brute force
2178,prob_1010,A,250,math
2179,prob_868,B,nan,nan
2180,prob_108,B,nan,nan
2181,prob_5978,E,nan,nan
2182,prob_6433,D,nan,nan
2183,prob_2652,I,nan,nan
2184,prob_702,D,1500,constructive algorithms
2185,prob_702,D,1500,games
2186,prob_1755,B,1000,implementation
2187,prob_5697,E,2500,dp
2188,prob_5464,J,nan,nan
2189,prob_1379,B,nan,data structures
2190,prob_1379,B,nan,dfs and similar
2191,prob_1379,B,nan,trees
2192,prob_4892,I,nan,nan
2193,prob_3702,A,nan,nan
2194,prob_3460,D,2000,data structures
2195,prob_3460,D,2000,dp
2196,prob_1635,E,nan,nan
2197,prob_3237,A,nan,*special
2198,prob_1644,L,nan,nan
2199,prob_4722,A,500,geometry
2200,prob_3239,B,500,brute force
2201,prob_3239,B,500,greedy
2202,prob_2039,A,nan,implementation
2203,prob_370,D,nan,nan
2204,prob_4805,E,nan,*special
2205,prob_4150,C,nan,nan
2206,prob_6311,C,250,games
2207,prob_6311,C,250,greedy
2208,prob_6311,C,250,implementation
2209,prob_6311,C,250,math
2210,prob_2614,B,1000,binary search
2211,prob_2614,B,1000,implementation
2212,prob_1364,A,nan,nan
2213,prob_3295,D,nan,nan
2214,prob_5396,C,nan,nan
2215,prob_2799,D,nan,hashing
2216,prob_2799,D,nan,strings
2217,prob_5667,A,nan,nan
2218,prob_3506,G,nan,nan
2219,prob_4187,D,2000,dp
2220,prob_4187,D,2000,games
2221,prob_1910,F,2500,dp
2222,prob_5820,D,2000,data structures
2223,prob_5820,D,2000,dfs and similar
2224,prob_5820,D,2000,hashing
2225,prob_5820,D,2000,strings
2226,prob_5820,D,2000,trees
2227,prob_197,D,nan,games
2228,prob_197,D,nan,matrices
2229,prob_197,D,nan,probabilities
2230,prob_2965,D,nan,nan
2231,prob_434,C,nan,nan
2232,prob_6235,B,nan,nan
2233,prob_5609,A,500,implementation
2234,prob_683,F,3000,data structures
2235,prob_683,F,3000,divide and conquer
2236,prob_683,F,3000,trees
2237,prob_4080,D,nan,nan
2238,prob_1136,D,nan,nan
2239,prob_3392,F,nan,graphs
2240,prob_2238,G,nan,nan
2241,prob_2102,D,nan,nan
2242,prob_4841,C,nan,nan
2243,prob_752,L,nan,nan
2244,prob_5923,A,500,brute force
2245,prob_5923,A,500,math
2246,prob_2904,F,nan,nan
2247,prob_271,D,2000,dp
2248,prob_3974,E,3000,geometry
2249,prob_3974,E,3000,two pointers
2250,prob_3408,F,3000,brute force
2251,prob_3408,F,3000,data structures
2252,prob_2572,G,nan,nan
2253,prob_2595,B,nan,nan
2254,prob_3517,N,nan,nan
2255,prob_4715,D,nan,nan
2256,prob_3875,B,750,implementation
2257,prob_287,A,nan,nan
2258,prob_94,B,nan,nan
2259,prob_3885,C,nan,nan
2260,prob_4520,H,nan,nan
2261,prob_4170,H,nan,nan
2262,prob_2460,B,1000,greedy
2263,prob_3490,B,1000,brute force
2264,prob_3490,B,1000,implementation
2265,prob_6360,B,500,constructive algorithms
2266,prob_6360,B,500,math
2267,prob_2642,C,nan,nan
2268,prob_5059,A,nan,nan
2269,prob_6253,B,1000,greedy
2270,prob_6253,B,1000,sortings
2271,prob_3311,A,500,geometry
2272,prob_3311,A,500,implementation
2273,prob_3311,A,500,sortings
2274,prob_6461,C,nan,nan
2275,prob_4454,G,nan,nan
2276,prob_4228,D,nan,nan
2277,prob_787,E,nan,nan
2278,prob_2398,C,nan,nan
2279,prob_4774,A,500,strings
2280,prob_2321,B,750,nan
2281,prob_396,H,3500,dfs and similar
2282,prob_396,H,3500,dsu
2283,prob_396,H,3500,graphs
2284,prob_730,F,nan,brute force
2285,prob_730,F,nan,dp
2286,prob_730,F,nan,number theory
2287,prob_134,D,nan,nan
2288,prob_5472,D,nan,nan
2289,prob_721,M,nan,nan
2290,prob_3244,H,nan,nan
2291,prob_3282,I,nan,nan
2292,prob_1987,B,nan,nan
2293,prob_1257,M,nan,nan
2294,prob_4857,E,1750,fft
2295,prob_4857,E,1750,math
2296,prob_5778,A,500,math
2297,prob_5778,A,500,number theory
2298,prob_3560,J,nan,nan
2299,prob_4392,K,nan,nan
2300,prob_2081,F,nan,nan
2301,prob_4500,A,nan,nan
2302,prob_5041,B,1000,nan
2303,prob_4019,C,1500,binary search
2304,prob_4019,C,1500,dp
2305,prob_4019,C,1500,sortings
2306,prob_132,I,nan,nan
2307,prob_3821,E,nan,nan
2308,prob_4801,C,nan,nan
2309,prob_4008,G,3000,nan
2310,prob_4566,C,nan,nan
2311,prob_1371,J,nan,nan
2312,prob_4376,A,500,graphs
2313,prob_4376,A,500,shortest paths
2314,prob_172,A,500,greedy
2315,prob_172,A,500,math
2316,prob_4473,D,2000,constructive algorithms
2317,prob_4473,D,2000,math
2318,prob_4473,D,2000,number theory
2319,prob_2575,E,nan,nan
2320,prob_3432,A,nan,nan
2321,prob_1037,A,500,implementation
2322,prob_1037,A,500,sortings
2323,prob_6509,L,nan,nan
2324,prob_2024,A,nan,nan
2325,prob_3953,B,1000,constructive algorithms
2326,prob_3953,B,1000,greedy
2327,prob_3953,B,1000,sortings
2328,prob_5237,E,3000,combinatorics
2329,prob_5237,E,3000,dp
2330,prob_5237,E,3000,number theory
2331,prob_3712,A,500,brute force
2332,prob_3712,A,500,implementation
2333,prob_3212,C,nan,nan
2334,prob_1112,A,500,greedy
2335,prob_1112,A,500,implementation
2336,prob_5514,H,nan,nan
2337,prob_5087,A,500,constructive algorithms
2338,prob_5087,A,500,math
2339,prob_2621,G,nan,nan
2340,prob_4754,G,nan,nan
2341,prob_6460,C,nan,nan
2342,prob_3232,F,nan,nan
2343,prob_2475,B,nan,nan
2344,prob_522,A,500,implementation
2345,prob_522,A,500,math
2346,prob_522,A,500,number theory
2347,prob_3089,B,1000,greedy
2348,prob_3089,B,1000,implementation
2349,prob_5616,C,nan,nan
2350,prob_3461,E,nan,nan
2351,prob_5187,A,500,brute force
2352,prob_5187,A,500,implementation
2353,prob_5187,A,500,math
2354,prob_5561,H,3500,constructive algorithms
2355,prob_5561,H,3500,flows
2356,prob_5180,A,500,implementation
2357,prob_5180,A,500,number theory
2358,prob_2481,B,1000,implementation
2359,prob_4940,F,nan,nan
2360,prob_410,E,nan,nan
2361,prob_78,F,nan,nan
2362,prob_5829,F,nan,nan
2363,prob_1406,D,nan,nan
2364,prob_677,A,500,geometry
2365,prob_677,A,500,implementation
2366,prob_677,A,500,math
2367,prob_2706,L,nan,nan
2368,prob_2207,G,nan,dfs and similar
2369,prob_2207,G,nan,trees
2370,prob_2712,E,2000,dfs and similar
2371,prob_2712,E,2000,dp
2372,prob_2712,E,2000,trees
2373,prob_614,G,500,nan
2374,prob_64,G,nan,nan
2375,prob_1104,C,nan,nan
2376,prob_3434,E,2500,nan
2377,prob_2149,F,nan,binary search
2378,prob_2149,F,nan,brute force
2379,prob_2149,F,nan,implementation
2380,prob_2149,F,nan,strings
2381,prob_1870,I,nan,nan
2382,prob_1654,B,1000,implementation
2383,prob_4818,B,1000,implementation
2384,prob_6140,C,nan,nan
2385,prob_5787,K,nan,nan
2386,prob_5267,B,1000,constructive algorithms
2387,prob_5267,B,1000,greedy
2388,prob_5267,B,1000,implementation
2389,prob_2921,C,1500,constructive algorithms
2390,prob_2921,C,1500,greedy
2391,prob_2921,C,1500,implementation
2392,prob_3519,D,nan,greedy
2393,prob_3519,D,nan,implementation
2394,prob_3066,D,2000,dp
2395,prob_3066,D,2000,graphs
2396,prob_3066,D,2000,shortest paths
2397,prob_1667,E,2500,dp
2398,prob_1667,E,2500,games
2399,prob_1667,E,2500,math
2400,prob_1667,E,2500,probabilities
2401,prob_5803,H,nan,nan
2402,prob_647,D,nan,data structures
2403,prob_647,D,nan,divide and conquer
2404,prob_647,D,nan,dsu
2405,prob_647,D,nan,sortings
2406,prob_4013,I,nan,nan
2407,prob_3477,K,nan,nan
2408,prob_2399,E,nan,greedy
2409,prob_2399,E,nan,math
2410,prob_1512,A,nan,nan
2411,prob_5021,C,nan,nan
2412,prob_5380,B,nan,nan
2413,prob_5090,B,nan,nan
2414,prob_2584,G,nan,nan
2415,prob_2885,I,nan,nan
2416,prob_123,A,nan,nan
2417,prob_1951,E,2500,data structures
2418,prob_308,I,nan,nan
2419,prob_5123,G,nan,implementation
2420,prob_2745,B,1000,dfs and similar
2421,prob_2745,B,1000,dsu
2422,prob_380,B,1500,bitmasks
2423,prob_380,B,1500,greedy
2424,prob_380,B,1500,implementation
2425,prob_380,B,1500,sortings
2426,prob_1810,D,2000,geometry
2427,prob_1810,D,2000,math
2428,prob_957,A,nan,nan
2429,prob_644,J,nan,nan
2430,prob_493,C,2000,divide and conquer
2431,prob_89,C,nan,nan
2432,prob_1721,H,nan,nan
2433,prob_4821,F,nan,nan
2434,prob_3204,A,500,greedy
2435,prob_3204,A,500,math
2436,prob_1995,B,nan,nan
2437,prob_5034,B,nan,nan
2438,prob_5476,D,nan,nan
2439,prob_530,E,nan,nan
2440,prob_4528,C,2000,binary search
2441,prob_4528,C,2000,graphs
2442,prob_4528,C,2000,math
2443,prob_4528,C,2000,shortest paths
2444,prob_288,A,500,greedy
2445,prob_2165,C,1500,constructive algorithms
2446,prob_2165,C,1500,graphs
2447,prob_2165,C,1500,greedy
2448,prob_4817,B,1250,binary search
2449,prob_4817,B,1250,sortings
2450,prob_4817,B,1250,two pointers
2451,prob_2244,H,nan,nan
2452,prob_3410,B,nan,nan
2453,prob_5634,E,nan,nan
2454,prob_3954,B,nan,nan
2455,prob_539,D,nan,nan
2456,prob_2373,E,2500,nan
2457,prob_1148,D,nan,nan
2458,prob_42,J,nan,nan
2459,prob_6286,F,nan,nan
2460,prob_4484,F,nan,nan
2461,prob_5324,D,2000,binary search
2462,prob_5324,D,2000,sortings
2463,prob_5324,D,2000,two pointers
2464,prob_5940,C,1250,data structures
2465,prob_5940,C,1250,greedy
2466,prob_5940,C,1250,implementation
2467,prob_5940,C,1250,sortings
2468,prob_5940,C,1250,two pointers
2469,prob_2106,D,nan,nan
2470,prob_4691,I,nan,nan
2471,prob_4596,D,nan,nan
2472,prob_3207,H,nan,nan
2473,prob_1530,B,nan,*special
2474,prob_1530,B,nan,binary search
2475,prob_1530,B,nan,sortings
2476,prob_1530,B,nan,two pointers
2477,prob_4241,D,2250,graphs
2478,prob_4241,D,2250,shortest paths
2479,prob_5649,D,2000,combinatorics
2480,prob_5649,D,2000,math
2481,prob_5649,D,2000,probabilities
2482,prob_554,E,2500,dp
2483,prob_554,E,2500,graphs
2484,prob_554,E,2500,shortest paths
2485,prob_1782,E,nan,dfs and similar
2486,prob_1782,E,nan,dsu
2487,prob_1782,E,nan,graphs
2488,prob_1388,J,nan,nan
2489,prob_4615,D,2250,data structures
2490,prob_4615,D,2250,greedy
2491,prob_6283,F,nan,nan
2492,prob_4522,D,2250,nan
2493,prob_1464,H,nan,nan
2494,prob_1663,C,1500,data structures
2495,prob_1663,C,1500,trees
2496,prob_3963,A,1000,implementation
2497,prob_3963,A,1000,math
2498,prob_3963,A,1000,matrices
2499,prob_3103,C,nan,nan
2500,prob_3465,A,500,implementation
2501,prob_3465,A,500,sortings
2502,prob_3465,A,500,strings
2503,prob_3254,D,nan,nan
2504,prob_1625,A,500,constructive algorithms
2505,prob_1625,A,500,strings
2506,prob_6534,B,nan,nan
2507,prob_861,D,2000,dfs and similar
2508,prob_861,D,2000,dsu
2509,prob_861,D,2000,graphs
2510,prob_861,D,2000,sortings
2511,prob_5888,F,nan,nan
2512,prob_5815,C,nan,greedy
2513,prob_5815,C,nan,math
2514,prob_2326,C,1500,constructive algorithms
2515,prob_2326,C,1500,implementation
2516,prob_2829,E,nan,nan
2517,prob_636,B,nan,nan
2518,prob_3086,G,nan,nan
2519,prob_5165,D,nan,nan
2520,prob_3116,A,nan,nan
2521,prob_1314,F,nan,nan
2522,prob_605,A,500,constructive algorithms
2523,prob_605,A,500,implementation
2524,prob_3606,A,nan,nan
2525,prob_944,C,1500,geometry
2526,prob_2694,D,nan,nan
2527,prob_2487,D,nan,sortings
2528,prob_3323,M,nan,nan
2529,prob_2241,J,nan,nan
2530,prob_6369,E,nan,nan
2531,prob_6236,B,1000,implementation
2532,prob_6236,B,1000,strings
2533,prob_6057,B,1000,binary search
2534,prob_6057,B,1000,data structures
2535,prob_5742,J,nan,dfs and similar
2536,prob_5742,J,nan,implementation
2537,prob_4980,D,2000,dp
2538,prob_4980,D,2000,games
2539,prob_3413,A,500,brute force
2540,prob_3413,A,500,implementation
2541,prob_2812,G,nan,nan
2542,prob_4151,D,2000,data structures
2543,prob_2190,B,nan,nan
2544,prob_5964,L,nan,nan
2545,prob_1859,nan,20,nan
2546,prob_4741,C,1500,geometry
2547,prob_723,A,nan,nan
2548,prob_1854,E,2000,dfs and similar
2549,prob_1854,E,2000,expression parsing
2550,prob_5213,C,1250,math
2551,prob_6335,K,nan,nan
2552,prob_3705,A,500,implementation
2553,prob_1528,I,nan,nan
2554,prob_1442,C,nan,binary search
2555,prob_1442,C,nan,dfs and similar
2556,prob_2186,G,3250,bitmasks
2557,prob_2186,G,3250,brute force
2558,prob_2186,G,3250,combinatorics
2559,prob_2186,G,3250,dp
2560,prob_6450,D,nan,nan
2561,prob_2379,B,1000,implementation
2562,prob_2047,J,nan,nan
2563,prob_471,I,nan,nan
2564,prob_1139,I,nan,nan
2565,prob_3427,G,nan,nan
2566,prob_2938,B,1000,nan
2567,prob_1031,nan,4,bitmasks
2568,prob_1031,nan,4,divide and conquer
2569,prob_1031,nan,4,math
2570,prob_5756,A,nan,implementation
2571,prob_2337,E,2500,combinatorics
2572,prob_2337,E,2500,dp
2573,prob_2337,E,2500,math
2574,prob_2337,E,2500,number theory
2575,prob_3429,H,nan,nan
2576,prob_1355,C,1500,implementation
2577,prob_603,E,nan,nan
2578,prob_3080,F,3500,combinatorics
2579,prob_3080,F,3500,divide and conquer
2580,prob_3080,F,3500,dp
2581,prob_3080,F,3500,fft
2582,prob_3080,F,3500,math
2583,prob_3080,F,3500,number theory
2584,prob_1759,E,2500,data structures
2585,prob_1759,E,2500,strings
2586,prob_3132,A,500,implementation
2587,prob_3132,A,500,math
2588,prob_4770,A,500,implementation
2589,prob_4770,A,500,strings
2590,prob_6091,A,nan,nan
2591,prob_12,D,2000,dfs and similar
2592,prob_12,D,2000,graphs
2593,prob_2154,C,1000,implementation
2594,prob_2154,C,1000,math
2595,prob_2154,C,1000,number theory
2596,prob_4585,C,nan,nan
2597,prob_6309,E,nan,nan
2598,prob_6258,A,500,implementation
2599,prob_6258,A,500,strings
2600,prob_4996,D,nan,nan
2601,prob_1602,F,nan,nan
2602,prob_3385,H,nan,nan
2603,prob_634,D,nan,brute force
2604,prob_634,D,nan,dp
2605,prob_2867,E,nan,nan
2606,prob_3653,A,500,implementation
2607,prob_3653,A,500,math
2608,prob_3265,E,2500,dp
2609,prob_3265,E,2500,trees
2610,prob_1897,G,nan,nan
2611,prob_4346,I,nan,nan
2612,prob_2311,E,nan,nan
2613,prob_2666,J,nan,nan
2614,prob_5209,J,nan,nan
2615,prob_5431,D,nan,nan
2616,prob_2179,E,nan,nan
2617,prob_3238,A,500,implementation
2618,prob_5783,E,nan,nan
2619,prob_3006,A,500,implementation
2620,prob_1423,E,2500,matrices
2621,prob_3247,B,nan,nan
2622,prob_4290,B,1000,greedy
2623,prob_1015,I,nan,nan
2624,prob_6301,I,nan,nan
2625,prob_1208,H,nan,nan
2626,prob_1599,B,nan,greedy
2627,prob_799,A,nan,nan
2628,prob_3034,B,1000,implementation
2629,prob_1467,E,2500,binary search
2630,prob_1467,E,2500,data structures
2631,prob_1467,E,2500,dfs and similar
2632,prob_1467,E,2500,dp
2633,prob_1467,E,2500,sortings
2634,prob_2416,A,nan,*special
2635,prob_2416,A,nan,implementation
2636,prob_1080,E,nan,nan
2637,prob_5335,F,3000,constructive algorithms
2638,prob_5335,F,3000,implementation
2639,prob_5335,F,3000,trees
2640,prob_28,B,nan,nan
2641,prob_3351,C,1000,constructive algorithms
2642,prob_3351,C,1000,data structures
2643,prob_3351,C,1000,dp
2644,prob_3351,C,1000,trees
2645,prob_3632,A,nan,nan
2646,prob_4721,A,500,constructive algorithms
2647,prob_4721,A,500,greedy
2648,prob_5758,C,nan,constructive algorithms
2649,prob_5758,C,nan,sortings
2650,prob_3433,C,1500,geometry
2651,prob_3433,C,1500,ternary search
2652,prob_5466,E,nan,nan
2653,prob_724,A,nan,math
2654,prob_724,A,nan,probabilities
2655,prob_261,D,2000,combinatorics
2656,prob_261,D,2000,dp
2657,prob_373,C,1500,brute force
2658,prob_373,C,1500,greedy
2659,prob_373,C,1500,implementation
2660,prob_373,C,1500,number theory
2661,prob_3457,G,nan,nan
2662,prob_1309,nan,nan,nan
2663,prob_6400,J,nan,nan
2664,prob_1368,C,nan,nan
2665,prob_5791,B,nan,nan
2666,prob_1641,B,1000,implementation
2667,prob_1641,B,1000,sortings
2668,prob_5183,E,2500,greedy
2669,prob_2881,B,nan,nan
2670,prob_1141,C,1000,combinatorics
2671,prob_1141,C,1000,math
2672,prob_1141,C,1000,probabilities
2673,prob_4336,D,1500,constructive algorithms
2674,prob_4336,D,1500,shortest paths
2675,prob_4336,D,1500,trees
2676,prob_2633,G,nan,nan
2677,prob_3549,F,3000,data structures
2678,prob_3549,F,3000,hashing
2679,prob_3549,F,3000,string suffix structures
2680,prob_3549,F,3000,strings
2681,prob_1074,G,nan,nan
2682,prob_5706,B,1000,graphs
2683,prob_5706,B,1000,shortest paths
2684,prob_4391,E,3000,bitmasks
2685,prob_4391,E,3000,combinatorics
